"pid","location","yearbuilt","totval","bedrooms","bathrooms","halfbaths"
3120,"77 OAKLEY ST","1965","140600",5,2,0
3121,"1245 TOWNSEND AV","1925","187300",5,3,0
3122,"15 IRVINGTON ST","1925","134000",3,1,0
3123,"17 IRVINGTON ST","1925","149300",4,2,0
3124,"23 IRVINGTON ST","1952","185400",5,2,0
3125,"29 IRVINGTON ST","1955","177100",4,2,0
3126,"35 IRVINGTON ST","1920","172400",6,3,0
3127,"39 IRVINGTON ST","1900","150400",3,1,1
3128,"45 IRVINGTON ST","1900","158000",3,1,0
3129,"49 IRVINGTON ST","1920","134000",2,1,0
3130,"59 IRVINGTON ST","1939","154700",3,2,0
3131,"55 IRVINGTON ST","1983","135500",2,1,0
3132,"61 IRVINGTON ST","1960","145800",3,2,0
3133,"63 IRVINGTON ST","1920","148600",4,2,0
3134,"75 IRVINGTON ST","1969","154200",3,1,1
3135,"81 IRVINGTON ST","1989","193900",6,3,0
3136,"100 OAKLEY ST","1925","150900",2,1,1
3137,"98 OAKLEY ST","1967","130600",3,1,0
3138,"84 ASHLAND PL","1925","206300",5,3,0
3139,"76 ASHLAND PL","1920","154300",4,2,0
3140,"72 ASHLAND PL","1920","154500",4,2,0
3141,"64 ASHLAND PL","1920","187000",4,4,0
3142,"60 ASHLAND PL","1925","153200",3,1,1
3143,"54 ASHLAND PL","1930","155300",2,1,1
3144,"50 ASHLAND PL","1925","216200",5,3,0
3145,"42 ASHLAND PL","1960","157400",4,2,0
3146,"36 ASHLAND PL","1930","151700",3,1,0
3147,"30 ASHLAND PL","1916","175100",3,1,0
3148,"24 ASHLAND PL","1916","146400",3,2,0
3149,"20 ASHLAND PL","1915","149100",3,1,1
3150,"16 ASHLAND PL","1920","166200",4,2,0
3151,"1231 TOWNSEND AV","1920","129100",3,2,0
3152,"1235 TOWNSEND AV","1905","159400",3,1,0
3153,"1239 TOWNSEND AV","1915","143700",3,1,1
3154,"1241 TOWNSEND AV","1905","168700",3,1,1
3155,"105 OAKLEY ST","1920","215800",6,3,0
3156,"113 IRVINGTON ST","1957","183500",3,2,0
3157,"116 ASHLAND PL","1925","180800",4,2,0
3158,"91 OAKLEY ST","1930","179800",6,2,0
3159,"95 OAKLEY ST","1927","134100",4,2,0
3160,"101 OAKLEY ST","1915","209600",5,3,0
3161,"OAKLEY ST",NA,"3100",NA,NA,NA
3162,"33 BURWELL ST","1900","223100",6,3,0
3163,"13 CHESTER ST",NA,"47700",NA,NA,NA
3164,"15 CHESTER ST","1900","189400",4,2,0
3165,"19 CHESTER ST","1925","216600",5,3,0
3166,"25 CHESTER ST","1930","148400",2,1,0
3167,"29 CHESTER ST","1930","155000",4,1,0
3168,"35 CHESTER ST","1925","193600",3,2,0
3169,"37 CHESTER ST","1966","179500",5,3,0
3170,"47 CHESTER ST","1925","121500",4,1,0
3171,"51 CHESTER ST","1940","223400",2,2,NA
3172,"138 OAKLEY ST","1925","233700",6,3,0
3173,"132 OAKLEY ST","1920","183500",5,3,0
3174,"128 OAKLEY ST","1951","152400",3,1,1
3175,"126 OAKLEY ST","1920","133600",4,2,0
3176,"124 OAKLEY ST",NA,"40900",NA,NA,NA
3177,"70 IRVINGTON ST","1930","123900",2,1,0
3178,"64 IRVINGTON ST","1926","176700",4,2,0
3179,"60 IRVINGTON ST","1930","131800",2,1,0
3180,"54 IRVINGTON ST","1925","179000",4,2,NA
3181,"50 IRVINGTON ST","1930","173800",3,2,0
3182,"42 IRVINGTON ST","1925","176900",4,2,0
3183,"38 IRVINGTON ST","1920","148900",4,2,0
3184,"34 IRVINGTON ST","1916","142400",3,1,0
3185,"30 IRVINGTON ST","1916","153100",3,1,0
3186,"24 IRVINGTON ST","1910","169900",3,1,1
3187,"20 IRVINGTON ST","1925","233800",3,2,0
3188,"5 BURWELL ST","1912","176500",3,1,0
3189,"BURWELL ST",NA,"26800",NA,NA,NA
3190,"BURWELL ST",NA,"44900",NA,NA,NA
3191,"29 BURWELL ST","1925","179100",5,3,0
3192,"135 OAKLEY ST","1963","144500",6,2,0
3193,"138 PEAT MEADOW RD","1900","127800",3,1,0
3194,"136 PEAT MEADOW RD","2011","178900",3,1,1
3195,"91 CHESTER ST","1966","138500",1,1,0
3196,"118 IRVINGTON ST","1900","137600",3,2,0
3197,"112 IRVINGTON ST","1927","149500",3,2,0
3198,"108 IRVINGTON ST","1920","132900",3,1,0
3199,"115 OAKLEY ST","1900","184300",4,3,0
3200,"121 OAKLEY ST","1925","170000",3,2,0
3201,"125 OAKLEY ST","1900","156500",3,1,0
3202,"127 OAKLEY ST","1870","116100",3,1,0
3203,"133 OAKLEY ST","1900","127600",3,1,1
3204,"55 BURWELL ST","1900","166700",5,3,0
3205,"274 PEAT MEADOW RD","1984","267400",7,3,1
3206,"262 PEAT MEADOW RD","1984","253900",5,3,0
3207,"256 PEAT MEADOW RD",NA,"36900",NA,NA,NA
3208,"250 PEAT MEADOW RD","1953","163200",4,1,1
3209,"244 PEAT MEADOW RD","1972","163300",7,3,0
3210,"158 OAKLEY ST","1987","500900",0,0,NA
3211,"60 CHESTER ST","1900","200900",4,2,0
3212,"56 CHESTER ST","1960","123700",2,1,0
3213,"50 CHESTER ST","1935","179300",5,2,0
3214,"38 CHESTER ST","1925","180500",3,1,1
3215,"30 CHESTER ST","1966","140300",3,2,1
3216,"28 CHESTER ST","1930","165200",3,2,0
3217,"20 CHESTER ST","1956","119900",2,1,0
3218,"43 BURWELL ST","1910","150300",3,1,0
3219,"47 BURWELL ST","1925","167400",4,2,0
3220,"51 BURWELL ST","1935","213500",4,2,0
3221,"171 OAKLEY ST","1925","184200",6,3,1
3222,"190 PEAT MEADOW RD","1960","160500",6,2,0
3223,"182 PEAT MEADOW RD","1955","131000",2,1,0
3224,"178 PEAT MEADOW RD","1956","135300",4,2,0
3225,"172 PEAT MEADOW RD","1956","142000",4,2,0
3226,"164 PEAT MEADOW RD","1953","124000",3,1,0
3227,"90 CHESTER ST","1962","159300",3,2,0
3228,"145 OAKLEY ST","1925","159700",4,2,0
3229,"155 OAKLEY ST","1925","242500",4,2,0
3230,"165 OAKLEY ST","1950","198800",2,1,0
3231,"1287 TOWNSEND AV","1910","110100",2,1,0
3232,"40 BURWELL ST #40","1987","68700",2,1,NA
3233,"44 BURWELL ST #44","1987","71100",2,1,1
3234,"42 BURWELL ST #42","1987","71100",2,1,1
3235,"36 BURWELL ST","1938","142400",2,2,0
3236,"32 BURWELL ST","1914","134100",2,2,0
3237,"1269 TOWNSEND AV","1930","281000",0,0,NA
3238,"1273 TOWNSEND AV","1910","104100",3,1,1
3239,"1285 TOWNSEND AV","1960","138700",3,2,0
3240,"PEAT MEADOW RD",NA,"894000",NA,NA,NA
3241,"PEAT MEADOW RD",NA,"4396300",NA,NA,NA
3242,"115 PEAT MEADOW RD","1991","5929700",0,0,NA
3243,"610 FORBES AV",NA,"90500",NA,NA,NA
3244,"BURWELL ST",NA,"3792400",NA,NA,NA
3245,"BURWELL ST",NA,"105200",NA,NA,NA
3246,"RUSSELL ST",NA,"11600",NA,NA,NA
3247,"211 PEAT MEADOW RD",NA,"41400",NA,NA,NA
3248,"BURWELL ST",NA,"40100",NA,NA,NA
3249,"81 BURWELL ST",NA,"40900",NA,NA,NA
3250,"89 BURWELL ST",NA,"40800",NA,NA,NA
3251,"95 BURWELL ST",NA,"40800",NA,NA,NA
3252,"101 BURWELL ST",NA,"39600",NA,NA,NA
3253,"109 BURWELL ST",NA,"38900",NA,NA,NA
3254,"115 BURWELL ST","1928","172600",2,1,0
3255,"121 BURWELL ST","1967","166800",6,2,0
3256,"127 BURWELL ST","1940","164200",4,3,0
3257,"131 BURWELL ST","1910","139800",2,2,0
3258,"135 BURWELL ST","1915","147400",3,1,1
3259,"139 BURWELL ST","1960","119700",3,1,0
3260,"143 BURWELL ST","1900","166500",2,2,1
3261,"147 BURWELL ST","1956","211200",5,2,0
3262,"157 BURWELL ST","1957","162800",3,1,1
3263,"163 BURWELL ST","1951","202200",3,3,0
3264,"175 BURWELL ST","1956","145200",2,1,0
3265,"193 BURWELL ST",NA,"42300",NA,NA,NA
3266,"BURWELL ST",NA,"3200",NA,NA,NA
3267,"195 BURWELL ST",NA,"42800",NA,NA,NA
3268,"197 BURWELL ST","1933","231000",4,2,0
3269,"BURWELL ST",NA,"21800",NA,NA,NA
3270,"MILTON ST",NA,"3000",NA,NA,NA
3271,"80 MILTON ST","1988","248200",6,4,2
3272,"70 MILTON ST","1983","169900",3,2,1
3273,"74 MILTON ST","1983","164200",3,2,0
3274,"76 MILTON ST","1983","142200",3,1,0
3275,"78 MILTON ST","1983","158700",3,2,0
3276,"66 MILTON ST","1912","93500",2,1,0
3277,"62 MILTON ST","1930","159300",3,1,1
3278,"58 MILTON ST","1962","136300",3,1,0
3279,"50 MILTON ST","2007","212700",4,2,NA
3280,"42 MILTON ST","1963","190600",7,3,0
3281,"36 MILTON ST",NA,"40800",NA,NA,NA
3282,"MILTON ST",NA,"37700",NA,NA,NA
3283,"MILTON ST",NA,"37700",NA,NA,NA
3284,"MILTON ST",NA,"37700",NA,NA,NA
3285,"14 MILTON ST",NA,"40800",NA,NA,NA
3286,"255 PEAT MEADOW RD","1959","201700",6,2,0
3287,"PEAT MEADOW RD",NA,"39200",NA,NA,NA
3288,"BURWELL ST",NA,"74700",NA,NA,NA
3289,"BURWELL ST",NA,"22300",NA,NA,NA
3290,"BURWELL ST",NA,"30500",NA,NA,NA
3291,"20 BELLEVUE ST",NA,"48700",NA,NA,NA
3292,"10 BELLEVUE ST",NA,"2400",NA,NA,NA
3293,"8 BELLEVUE ST",NA,"2500",NA,NA,NA
3294,"29 RIVERVIEW RD","1958","236300",3,1,1
3295,"45 RIVERVIEW RD","1956","145200",2,1,0
3296,"10 CROFTON ST","1962","314000",3,2,0
3297,"3 CROFTON ST","1956","160800",3,1,0
3298,"15 CROFTON ST","2008","179200",3,2,0
3299,"25 CROFTON ST","1960","133600",2,1,0
3300,"RIVERVIEW RD",NA,"38600",NA,NA,NA
3301,"RIVERVIEW RD",NA,"46900",NA,NA,NA
3302,"45 CROFTON ST","1956","174900",2,1,1
3303,"59 CROFTON ST","1956","151300",2,1,0
3304,"65 CROFTON ST","2005","233100",3,2,0
3305,"79 CROFTON ST","1968","205200",3,2,0
3306,"91 CROFTON ST","1958","122500",2,1,0
3307,"103 CROFTON ST","1962","149500",2,2,0
3308,"115 CROFTON ST","1950","150400",2,1,1
3309,"125 CROFTON ST","1970","126300",1,1,0
3310,"135 CROFTON ST","1957","124900",2,1,0
3311,"79 CABOT ST","1992","157100",3,1,1
3312,"90 OVERLOOK ST","1930","129500",3,2,NA
3313,"84 OVERLOOK ST","1900","128400",3,1,0
3314,"OVERLOOK ST",NA,"37300",NA,NA,NA
3315,"OVERLOOK ST",NA,"3700",NA,NA,NA
3316,"OVERLOOK ST",NA,"37300",NA,NA,NA
3317,"OVERLOOK ST",NA,"4200",NA,NA,NA
3318,"OVERLOOK ST",NA,"4200",NA,NA,NA
3319,"OVERLOOK ST",NA,"39200",NA,NA,NA
3320,"OVERLOOK ST",NA,"3100",NA,NA,NA
3321,"OVERLOOK ST",NA,"21300",NA,NA,NA
3322,"OVERLOOK ST",NA,"37300",NA,NA,NA
3323,"OVERLOOK ST",NA,"37300",NA,NA,NA
3324,"OVERLOOK ST",NA,"37300",NA,NA,NA
3325,"OVERLOOK ST",NA,"48300",NA,NA,NA
3326,"186 BURWELL ST",NA,"37700",NA,NA,NA
3327,"182 BURWELL ST",NA,"37300",NA,NA,NA
3328,"178 BURWELL ST",NA,"36900",NA,NA,NA
3329,"174 BURWELL ST",NA,"36500",NA,NA,NA
3330,"170 BURWELL ST",NA,"36500",NA,NA,NA
3331,"160 BURWELL ST","1870","144100",2,1,0
3332,"BURWELL ST",NA,"42800",NA,NA,NA
3333,"140 BURWELL ST","1962","131000",2,1,0
3334,"134 BURWELL ST","1964","137900",4,2,1
3335,"130 BURWELL ST","1962","117700",2,1,1
3336,"120 BURWELL ST","1961","142800",3,1,1
3337,"112 BURWELL ST","1920","103800",2,1,1
3338,"106 BURWELL ST","1966","159400",3,2,0
3339,"QUINNIPIAC AV",NA,"374800",NA,NA,NA
3340,"67 QUINNIPIAC AV #67","1989","138600",2,1,1
3341,"65 QUINNIPIAC AV #65","1989","138600",2,1,1
3342,"63 QUINNIPIAC AV #63","1989","138600",2,1,1
3343,"61 QUINNIPIAC AV #61","1989","138600",2,1,1
3344,"59 QUINNIPIAC AV #59","1989","138600",2,1,1
3345,"57 QUINNIPIAC AV #57","1989","138600",2,1,1
3346,"55 QUINNIPIAC AV #55","1989","128000",2,1,1
3347,"53 QUINNIPIAC AV #53","1989","128000",2,1,1
3348,"51 QUINNIPIAC AV #51","1989","128000",2,1,1
3349,"49 QUINNIPIAC AV #49","1989","128000",2,1,1
3350,"47 QUINNIPIAC AV #47","1989","138600",2,1,1
3351,"45 QUINNIPIAC AV #45","1989","138600",2,1,1
3352,"43 QUINNIPIAC AV #43","1989","138600",2,1,1
3353,"41 QUINNIPIAC AV #41","1989","138600",2,1,1
3354,"39 QUINNIPIAC AV #39","1989","138600",2,1,1
3355,"37 QUINNIPIAC AV #37","1989","138600",2,1,1
3356,"FAIRMONT AV",NA,"43200",NA,NA,NA
3357,"37 FAIRMONT AV","1900","187000",4,3,0
3358,"3 FARREN AV","1900","158600",4,2,0
3359,"9 FARREN AV","1900","166900",4,2,0
3360,"15 FARREN AV","1880","148600",3,1,1
3361,"17 FARREN AV","1940","624900",0,0,NA
3362,"31 FARREN AV #A-1","1963","23700",2,1,0
3363,"31 FARREN AV #A-2","1963","23700",2,1,0
3364,"31 FARREN AV #A-3","1963","23700",2,1,0
3365,"31 FARREN AV #A-4","1963","23700",2,1,0
3366,"31 FARREN AV #A-5","1963","23700",2,1,0
3367,"31 FARREN AV #A-6","1963","23700",2,1,0
3368,"31 FARREN AV #A-7","1963","23700",2,1,0
3369,"31 FARREN AV #A-8","1963","23700",2,1,0
3370,"140 QUINNIPIAC AV #B-1","1963","23700",2,1,0
3371,"140 QUINNIPIAC AV #B-2","1963","23700",2,1,0
3372,"140 QUINNIPIAC AV #B-3","1963","25400",2,1,1
3373,"140 QUINNIPIAC AV #B-4","1963","23700",2,1,0
3374,"140 QUINNIPIAC AV #B-5","1963","23700",2,1,0
3375,"140 QUINNIPIAC AV #B-6","1963","23700",2,1,0
3376,"140 QUINNIPIAC AV #B-7","1963","23700",2,1,0
3377,"140 QUINNIPIAC AV #B-8","1963","23700",2,1,0
3378,"23 FARREN AV #C-1","1963","23700",2,1,0
3379,"23 FARREN AV #C-2","1963","23700",2,1,0
3380,"23 FARREN AV #C-3","1963","23700",2,1,0
3381,"23 FARREN AV #C-4","1963","23700",2,1,0
3382,"23 FARREN AV #C-5","1963","23700",2,1,0
3383,"23 FARREN AV #C-6","1963","23700",2,1,0
3384,"23 FARREN AV #C-7","1963","23700",2,1,0
3385,"23 FARREN AV #C-8","1963","23700",2,1,0
3386,"35 FARREN AV","1900","110700",6,2,0
3387,"39 FARREN AV","1900","152200",5,2,0
3388,"43 FARREN AV","1900","157400",4,2,0
3389,"51 FARREN AV","1950","215500",9,4,0
3390,"53 FARREN AV","1890","305100",9,6,0
3391,"59 FARREN AV","1960","290500",0,0,NA
3392,"65 FARREN AV",NA,"36900",NA,NA,NA
3393,"67 FARREN AV","1900","145300",3,2,0
3394,"69 FARREN AV","1966","325000",0,0,NA
3395,"77 FARREN AV","1900","154400",4,2,0
3396,"91 FARREN AV","1900","246400",0,0,NA
3397,"95 FARREN AV",NA,"63900",NA,NA,NA
3398,"185 FULTON ST","1900","138900",4,2,0
3399,"209 FULTON ST","1940","103400",2,1,0
3400,"215 FULTON ST","1940","123700",2,1,0
3401,"217 FULTON ST","1959","125400",3,1,0
3402,"210 QUINNIPIAC AV","1987","1817400",0,0,NA
3403,"200 QUINNIPIAC AV","1920","128500",3,1,1
3404,"196 QUINNIPIAC AV","1920","131400",3,1,1
3405,"192 QUINNIPIAC AV","1925","154700",3,1,1
3406,"188 QUINNIPIAC AV","1900","168600",4,2,0
3407,"184 QUINNIPIAC AV","1900","178200",6,3,0
3408,"180 QUINNIPIAC AV","1900","158800",7,2,0
3409,"172 QUINNIPIAC AV","1930","103600",2,1,0
3410,"168 QUINNIPIAC AV","1900","139800",6,2,1
3411,"164 QUINNIPIAC AV","1900","139000",6,3,0
3412,"160 QUINNIPIAC AV","1900","155700",5,3,0
3413,"112 QUINNIPIAC AV","1920","145000",4,3,0
3414,"98 QUINNIPIAC AV","1920","139400",4,2,0
3415,"94 QUINNIPIAC AV","1920","150600",4,3,0
3416,"88 QUINNIPIAC AV","1920","161700",4,2,0
3417,"84 QUINNIPIAC AV","1900","162800",4,2,0
3418,"19 FAIRMONT AV","1958","620800",11,10,0
3419,"QUINNIPIAC AV",NA,"32400",NA,NA,NA
3420,"50 QUINNIPIAC AV","1900","87900",2,2,NA
3421,"20 FARREN AV","1900","314700",0,0,NA
3422,"28 FARREN AV","1900","146500",6,2,0
3423,"87 FAIRMONT AV","1900","154000",3,1,1
3424,"91 FAIRMONT AV","1900","112800",3,2,0
3425,"97 FAIRMONT AV","1961","292200",0,0,NA
3426,"107 FAIRMONT AV","1900","164700",5,3,0
3427,"111 FAIRMONT AV","1900","125000",6,2,0
3428,"115 FAIRMONT AV","1900","142500",3,2,0
3429,"117 FAIRMONT AV","1900","157100",5,3,0
3430,"121 FAIRMONT AV","1900","187700",6,2,2
3431,"125 FAIRMONT AV","1900","181200",5,3,0
3432,"86 FARREN AV","1890","325900",0,0,NA
3433,"74 FARREN AV","1900","174200",4,2,0
3434,"70 FARREN AV","1900","127300",2,2,0
3435,"66 FARREN AV",NA,"2200",NA,NA,NA
3436,"62 FARREN AV","1900","162500",5,3,0
3437,"60 FARREN AV","1962","343500",0,0,NA
3438,"52 FARREN AV","1900","174900",4,3,0
3439,"48 FARREN AV","1900","161400",4,2,0
3440,"46 FARREN AV","1900","104900",2,2,0
3441,"FARREN AV",NA,"39900",NA,NA,NA
3442,"50 CHAMBERLAIN ST","1900","142900",3,1,1
3443,"26 CHAMBERLAIN PL","1900","198500",6,4,0
3444,"28 CHAMBERLAIN PL","1900","96600",3,1,0
3445,"30 CHAMBERLAIN PL","1900","111000",3,1,0
3446,"34 CHAMBERLAIN PL","1915","119000",3,1,1
3447,"63 FULTON ST","2007","240400",9,6,6
3448,NA,NA,NA,NA,NA,NA
3449,"87 FULTON ST","1800","197300",2,1,0
3450,"110 FAIRMONT AV","1962","321800",0,0,NA
3451,"104 FAIRMONT AV","1961","620300",0,0,NA
3452,"70 FAIRMONT AV","1964","5453400",0,0,NA
3453,"56 FAIRMONT AV","1949","151700",3,2,0
3454,"64 CHAMBERLAIN ST","1961","1324400",0,0,NA
3455,"54 CHAMBERLAIN ST","1890","158500",4,1,1
3456,"172 FORBES AV","1920","950500",0,0,NA
3457,"16 WHEELER ST",NA,"51600",NA,NA,NA
3458,"77 WHEELER ST",NA,"376200",NA,NA,NA
3459,"69 WHEELER ST","1920","670300",0,0,NA
3460,"33 LAURA ST",NA,"75300",NA,NA,NA
3461,"44 LAURA ST","1952","392000",0,0,NA
3462,"222 FORBES AV","1975","861500",0,0,NA
3463,"206 FORBES AV","1952","393900",0,0,NA
3464,"192 FORBES AV","1917","1010600",0,0,NA
3465,NA,NA,NA,NA,NA,NA
3466,"49 WHEELER ST",NA,"94100",NA,NA,NA
3467,"57 WHEELER ST",NA,"71200",NA,NA,NA
3468,"61 WHEELER ST",NA,"71200",NA,NA,NA
3469,"65 WHEELER ST","1940","457400",0,0,NA
3470,"99 LAURA ST","1962","374100",0,0,NA
3471,"57 GOODWIN ST","1956","65700",2,1,0
3472,"85 LAURA ST","1967","279600",0,0,NA
3473,"LAURA ST",NA,"78900",NA,NA,NA
3474,"59 GOODWIN ST","1930","64800",1,1,0
3475,"61 GOODWIN ST","1930","65300",1,1,0
3476,"104 FULTON ST","1924","85000",5,3,0
3477,"100 FULTON ST","1962","211900",6,3,0
3478,"76 FULTON ST","1966","416500",0,0,NA
3479,"66 FULTON ST","1923","174400",4,4,0
3480,"LAURA ST",NA,"38000",NA,NA,NA
3481,"64 FULTON ST","1923","175000",3,2,0
3482,"62 FULTON ST","1923","132800",4,2,0
3483,"60 FULTON ST","1900","133100",4,2,0
3484,"65 LAURA ST","1966","329000",0,0,NA
3485,"58 FULTON ST","1900","114200",2,2,0
3486,"55 LAURA ST","1979","492600",0,0,NA
3487,"52 FULTON ST","1925","152300",3,2,0
3488,"47 LAURA ST","1980","193400",0,0,NA
3489,"48 FULTON ST","1920","158100",3,2,0
3490,"LAURA ST",NA,"35200",NA,NA,NA
3491,"44 FULTON ST","1901","102100",4,2,0
3492,"43 LAURA ST","1987","295900",0,0,NA
3493,"34 FULTON ST","1930","933700",0,0,NA
3494,"14 FULTON ST","1923","115200",4,2,0
3495,"244 FORBES AV","1920","246700",0,0,NA
3496,"234 FORBES AV","1966","242800",0,0,NA
3497,"55 FULTON ST","1900","151000",4,2,0
3498,"31 FULTON ST","1940","592800",0,0,NA
3499,"6 CHAMBERLAIN ST #1","1989","53000",2,1,1
3500,"8 CHAMBERLAIN ST #2","1989","54700",2,1,1
3501,"10 CHAMBERLAIN ST #3","1989","68500",3,2,1
3502,"12 CHAMBERLAIN ST #4","1989","58800",3,2,0
3503,"14 CHAMBERLAIN ST #5","1989","54800",4,1,1
3504,"16 CHAMBERLAIN ST #6","1989","54700",2,1,1
3505,"18 CHAMBERLAIN ST #7","1989","54700",2,1,1
3506,"20 CHAMBERLAIN ST #8","1989","54700",2,1,1
3507,"22 CHAMBERLAIN ST #9","1989","54700",2,1,1
3508,"24 CHAMBERLAIN ST #10","1989","56900",2,1,1
3509,"26 CHAMBERLAIN ST #11","1989","64500",3,2,1
3510,"1 CHAMBERLAIN PL","1989","54700",2,1,1
3511,"3 CHAMBERLAIN PL","1989","54700",2,1,1
3512,"5 CHAMBERLAIN PL","1989","59000",3,2,1
3513,"7 CHAMBERLAIN PL","1989","53000",2,1,1
3514,"9 CHAMBERLAIN PL","1989","53000",2,1,1
3515,"11 CHAMBERLAIN PL","1989","54700",2,1,1
3516,"15 CHAMBERLAIN PL","1989","53000",2,1,1
3517,"17 CHAMBERLAIN PL","1989","53000",2,1,1
3518,"19 CHAMBERLAIN PL","1989","54700",2,1,1
3519,"21 CHAMBERLAIN PL","1989","53000",2,1,1
3520,"46 CHAMBERLAIN ST #B","1989","54700",2,1,1
3521,"46 CHAMBERLAIN ST #A","1989","54700",2,1,1
3522,"44 CHAMBERLAIN ST #B","1989","53000",2,1,1
3523,"44 CHAMBERLAIN ST #A","1989","59600",2,1,1
3524,"42 CHAMBERLAIN ST #B","1989","53000",2,1,1
3525,"42 CHAMBERLAIN ST #A","1989","53000",2,1,1
3526,"40 CHAMBERLAIN ST #B","1989","59000",3,2,1
3527,"40 CHAMBERLAIN ST #A","1989","59000",3,2,1
3528,"34 CHAMBERLAIN ST #B","1989","55200",3,2,0
3529,"34 CHAMBERLAIN ST #A","1989","54800",3,1,1
3530,"32 CHAMBERLAIN ST #B","1989","57000",3,2,0
3531,"32 CHAMBERLAIN ST #A","1989","56900",3,2,0
3532,"30 CHAMBERLAIN ST #B","1989","58700",3,2,0
3533,"30 CHAMBERLAIN ST #A","1989","53000",2,1,1
3534,"28 CHAMBERLAIN ST #C","1989","53000",2,1,1
3535,"28 CHAMBERLAIN ST #B","1989","54700",2,1,1
3536,"28 CHAMBERLAIN ST #A","1989","53000",2,1,1
3537,"36 CHAMBERLAIN ST #A","1989","59000",3,2,1
3538,"36 CHAMBERLAIN ST #B","1989","61000",3,2,1
3539,"38 CHAMBERLAIN ST #A","1989","56800",3,2,0
3540,"38 CHAMBERLAIN ST #B","1989","61000",3,2,1
3541,"48 CHAMBERLAIN ST #B","1989","53000",2,1,1
3542,"48 CHAMBERLAIN ST #A","1989","54700",2,1,1
3543,"290 FORBES AV","1920","154800",4,2,0
3544,"282 FORBES AV","1940","319100",0,0,NA
3545,"270 FORBES AV","1950","229900",0,0,NA
3546,"262 FORBES AV","1938","500800",0,0,NA
3547,"11 FULTON ST","1941","157100",3,1,0
3548,"13 FULTON ST",NA,"27300",NA,NA,NA
3549,"WATERFRONT ST","1933","3198000",0,0,NA
3550,"400 WATERFRONT ST","1900","2937200",0,0,NA
3551,"410 WATERFRONT ST",NA,"1867500",NA,NA,NA
3552,"280 WATERFRONT ST","1935","7183500",0,0,NA
3553,"201 WATERFRONT ST",NA,"448300",NA,NA,NA
3554,"333 WATERFRONT ST","1981","634900",0,0,NA
3555,"WATERFRONT ST",NA,"55700",NA,NA,NA
3556,"161 FORBES AV","1958","423900",0,0,NA
3557,"153 FORBES AV","1900","1048600",0,0,NA
3558,"LONG WHARF DR",NA,"5533500",NA,NA,NA
3559,"585 LONG WHARF DR","1985","5270400",0,0,NA
3560,"LONG WHARF DR","1989","3680000",0,0,NA
3561,"85 FORBES AV","1920","866900",0,0,NA
3562,"500 WATERFRONT ST","1970","5252600",NA,NA,NA
3563,"FORBES AV",NA,"108900",NA,NA,NA
3564,"74 FORBES AV",NA,"208300",NA,NA,NA
3565,"120 FORBES AV","1919","1366100",0,0,NA
3566,"FORBES AV",NA,"10500",NA,NA,NA
3567,"134 FORBES AV","1975","5220300",0,0,NA
3568,"FORBES AV",NA,"153500",NA,NA,NA
3569,"FORBES AV",NA,"85700",NA,NA,NA
3570,"196 FAIRMONT AV","1900","113300",3,1,0
3571,"190 FAIRMONT AV","1966","200700",6,2,0
3572,"186 FAIRMONT AV","1900","134500",4,2,0
3573,"180 FAIRMONT AV",NA,"43400",NA,NA,NA
3574,"176 FAIRMONT AV","1900","169300",6,3,0
3575,"168 FAIRMONT AV","1930","155800",3,1,0
3576,"164 FAIRMONT AV","1862","142500",4,2,0
3577,"156 FAIRMONT AV","1900","123200",2,1,1
3578,"150 FAIRMONT AV","1900","187600",3,2,0
3579,"146 FAIRMONT AV","1900","134800",4,2,0
3580,"140 FAIRMONT AV","1900","197700",5,3,0
3581,"134 FAIRMONT AV","1900","193600",5,2,1
3582,"140 FULTON ST","1900","190000",8,3,0
3583,"126 FULTON ST","1920","205600",6,3,0
3584,"130 FULTON ST","2006","420300",9,4,4
3585,"106 FULTON ST","1990","772700",0,0,NA
3586,"74 GOODWIN ST","1920","114500",2,1,0
3587,"64 GOODWIN ST",NA,"77500",NA,NA,NA
3588,"50 GOODWIN ST","1900","54000",2,1,0
3589,"46 GOODWIN ST","1955","352800",0,0,NA
3590,"20 GOODWIN ST","1950","420600",0,0,NA
3591,"102 WHEELER ST","2015","2791600",NA,NA,NA
3592,"FAIRMONT AV","1917","5606807",0,0,NA
3593,"GOODWIN ST",NA,"121000",NA,NA,NA
3594,"WHEELER ST",NA,"192700",NA,NA,NA
3595,"70 FERRY ST","1994","458200",0,0,NA
3596,"270 FAIRMONT AV",NA,"126100",NA,NA,NA
3597,"266 FAIRMONT AV",NA,"42500",NA,NA,NA
3598,"258 FAIRMONT AV","1990","718600",0,0,NA
3599,"135 FAIRMONT AV","1920","144100",4,2,0
3600,"139 FAIRMONT AV","1920","151900",4,2,0
3601,"143 FAIRMONT AV","1920","168000",5,2,0
3602,"153 FAIRMONT AV","1920","130700",2,2,0
3603,"159 FAIRMONT AV","1900","101000",3,2,0
3604,"163 FAIRMONT AV","1910","143900",4,2,0
3605,"169 FAIRMONT AV","1935","130200",2,2,0
3606,"175 FAIRMONT AV","1920","133300",4,2,0
3607,"179 FAIRMONT AV","1900","129600",5,1,0
3608,"181 FAIRMONT AV","1917","174700",4,2,0
3609,"187 FAIRMONT AV","1920","142000",4,2,0
3610,"193 FAIRMONT AV","1908","158400",4,2,0
